simple_name,common_name_c,alternative_name_c,class
Strix leptogrammica caligata,褐林鴞,,Aves
Strix nivicolum yamadae,東方灰林鴞,,Aves
Sula leucogaster plotus,白腹鰹鳥,褐鰹鳥,Aves
Sula sula rubripes,紅腳鰹鳥,,Aves
Synoicus chinensis,小鵪鶉,"藍胸鶉,藍胸鵪鶉",Aves
Synthliboramphus wumizusume,冠海雀,冠扁嘴海雀,Aves
Tadorna tadorna,花鳧,翹鼻麻鴨,Aves
Pitta moluccensis,藍翅八色鳥,藍翅八色鶇,Aves
Pitta nympha,八色鳥,"仙八色鶇,八色鶇",Aves
Platalea minor,黑面琵鷺,黑臉琵鷺,Aves
Ploceus cucullatus,黑頭織雀,黑頭棲群織布鳥,Aves
Ploceus subaureus,非洲金織雀,非洲織雀,Aves
Pluvialis fulva,太平洋金斑鴴,金斑鴴,Aves
Pnoepyga formosana,臺灣鷦眉,"鱗胸鷦鷯,鱗胸鷦鶥,小鷦鶥,台灣鷦眉",Aves
Pomatorhinus musicus,小彎嘴,"小彎嘴鶥,棕頸鉤嘴鶥,小彎嘴畫眉",Aves
Porzana porzana,斑胸秧雞,斑胸田雞,Aves
Prunella montanella,棕眉山岩鷚,,Aves
Psilopogon nuchalis,五色鳥,"臺灣擬啄木,台灣擬啄木",Aves
Psilopogon pyrolophus,火簇擬啄木鳥,,Aves
Psittacula krameri,紅領綠鸚鵡,"玫瑰環鸚鵡,環頸鸚鵡,月輪",Aves
Psittacus erithacus,非洲灰鸚鵡,,Aves
Pterodroma neglecta,克島圓尾穴鳥,,Aves
Pycnonotus goiavier,白眉黃臀鵯,,Aves
Pycnonotus jocosus,紅耳鵯,,Aves
Pycnonotus taivanus,烏頭翁,"台灣鵯,臺灣鵯",Aves
Rallina fasciata,紅腳秧雞,紅腳斑秧雞,Aves
Recurvirostra avosetta,反嘴鴴,反嘴長腳鷸,Aves
Regulus goodfellowi,火冠戴菊鳥,"臺灣戴菊,火冠戴菊,台灣戴菊",Aves
Remiz consobrinus,攀雀,中華攀雀,Aves
Rissa tridactyla,三趾鷗,,Aves
Saundersilarus saundersi,黑嘴鷗,,Aves
Saxicola caprata,白斑黑石䳭,,Aves
Serinus canaria,金絲雀,,Aves
Sibirionetta formosa,巴鴨,"花臉鴨,黃尖鴨,黑眶鴨",Aves
Spodiopsar sericeus,絲光椋鳥,,Aves
Stercorarius maccormicki,灰賊鷗,"麥氏賊鷗,南極賊鷗,大賊鷗",Aves
Streptopelia decaocto,灰斑鳩,,Aves
Struthio camelus,鴕鳥,,Aves
Sturnia sinensis,灰背椋鳥,噪林鳥,Aves
Syrmaticus mikado,黑長尾雉,帝雉,Aves
Tadorna ferruginea,瀆鳧,黃麻鴨,Aves
Tarsiger johnstoniae,栗背林鴝,"阿里山鴝,臺灣林鴝,台灣林鴝",Aves
Terpsiphone incei,阿穆爾綬帶,"亞洲綬帶,亞洲壽帶",Aves
Thalasseus bernsteini,黑嘴端鳳頭燕鷗,,Aves
Threskiornis melanocephalus,黑頭白䴉,黑頭白鹮,Aves
Treron curvirostra,厚嘴綠鳩,,Aves
Trichoglossus haematodus,彩虹吸蜜鸚鵡,"史望森氏吸蜜鸚鵡,澳彩",Aves
Tringa erythropus,鶴鷸,,Aves
Tringa flavipes,小黃腳鷸,,Aves
Tringa glareola,鷹斑鷸,林鷸,Aves
Tringa guttifer,諾氏鷸,小青腳鷸,Aves
Tringa incana,美洲黃足鷸,,Aves
Tringa nebularia,青足鷸,青腳鷸,Aves
Tringa ochropus,白腰草鷸,,Aves
Turdus atrogularis,黑頸鶇,,Aves
Turdus cardis,烏灰鶇,,Aves
Turdus eunomus,斑點鶇,,Aves
Turdus feae,褐頭鶇,,Aves
Turdus hortulorum,灰背鶇,灰背赤腹鶇,Aves
Turdus naumanni,紅尾鶇,,Aves
Turdus obscurus,白眉鶇,灰頭鶇,Aves
Turdus pallidus,白腹鶇,,Aves
Turdus ruficollis,赤頸鶇,,Aves
Urocissa caerulea,臺灣藍鵲,"紅嘴山鵲,長尾山娘,台灣藍鵲",Aves
Urocissa erythrorhyncha,紅嘴藍鵲,中國藍鵲,Aves
Vidua macroura,針尾維達鳥,天仁雀,Aves
Xenus cinereus,反嘴鷸,翹嘴鷸,Aves
Yuhina brunneiceps,冠羽畫眉,冠羽鳳鶥,Aves
Zapornia paykullii,斑脇秧雞,斑脇田雞,Aves
Zosterops erythropleurus,紅脇繡眼,紅脇繡眼鳥,Aves
Accipiter gentilis fujiyamae,蒼鷹,"蒼鷹(日本亞種),蒼鷹日本亞種",Aves
Accipiter nisus nisosimilis,北雀鷹,雀鷹,Aves
Accipiter trivirgatus formosae,鳳頭蒼鷹,"鳳頭蒼鷹(臺灣特有亞種),鳳頭蒼鷹臺灣特有亞種,鳳頭蒼鷹臺灣亞種",Aves
Accipiter virgatus fuscipectus,松雀鷹,"松雀鷹(臺灣特有亞種),臺灣松雀鷹,台灣松雀鷹,松雀鷹臺灣特有亞種",Aves
Acridotheres javanicus,白尾八哥,"爪哇八哥,林八哥,泰國八哥",Aves
Actitis hypoleucos,磯鷸,,Aves
Aegypius monachus,禿鷲,,Aves
Aix galericulata,鴛鴦,,Aves
Aix sponsa,林鴛鴦,"美洲鴛鴦,美洲木鴨",Aves
Alauda arvensis intermedia,歐亞雲雀,雲雀,Aves
Alauda gulgula coelivox,小雲雀,"小雲雀(澎湖亞種),臺灣伯靈,台灣伯靈,小雲雀澎湖亞種",Aves
Alauda gulgula wattersi,小雲雀,"小雲雀(本島亞種),臺灣伯靈,台灣伯靈,小雲雀本島亞種",Aves
Alcippe morrisonia,繡眼畫眉,,Aves
Anas acuta,尖尾鴨,針尾鴨,Aves
Anous stolidus pileatus,玄燕鷗,白頂玄燕鷗,Aves
Anser anser domesticus,家鵝,,Aves
Anser cygnoides,鴻雁,,Aves
Anser erythropus,小白額雁,,Aves
Anser fabalis middendorffii,寒林豆雁,豆雁,Aves
Anthropoides virgo,簑羽鶴,,Aves
Antigone vipio,白枕鶴,紅面鶴,Aves
Arborophila crudigularis,臺灣山鷓鴣,"深山竹雞,台灣山鷓鴣",Aves
Ardenna tenuirostris,短尾水薙鳥,,Aves
Athene noctua plumipes,縱紋腹小鴞,,Aves
Aythya ferina,紅頭潛鴨,磯雁,Aves
Aythya fuligula,鳳頭潛鴨,,Aves
Bambusicola sonorivox,臺灣竹雞,"竹雞,台灣竹雞",Aves
Arenaria interpres,翻石鷸,,Aves
Dendrocygna javanica,樹鴨,栗樹鴨,Aves
Dendronanthus indicus,山鶺鴒,,Aves
Egretta picata,白頸黑鷺,斑鷺,Aves
Emberiza bruniceps,褐頭鵐,,Aves
Emberiza chrysophrys,黃眉鵐,,Aves
Emberiza lathami,冠鵐,鳳頭鵐,Aves
Emberiza melanocephala,黑頭鵐,,Aves
Emberiza pusilla,小鵐,,Aves
Emberiza rustica,田鵐,,Aves
Emberiza rutila,鏽鵐,"銹鵐,栗鵐",Aves
Emberiza stewarti,白頂鵐,,Aves
Emberiza sulphurata,野鵐,"繡眼鵐,硫磺鵐",Aves
Emberiza tristrami,白眉鵐,,Aves
Emberiza variabilis,灰鵐,,Aves
Eos bornea,紅色吸蜜鸚鵡,紅伶,Aves
Estrilda astrild,橫斑梅花雀,,Aves
Euodice malabarica,白喉文鳥,印度銀嘴文鳥,Aves
Falco amurensis,紅腳隼,阿穆爾隼,Aves
Falco naumanni,黃爪隼,,Aves
Ficedula albicilla,紅喉鶲,紅喉姬鶲,Aves
Ficedula elisae,綠背姬鶲,,Aves
Ficedula erithacus,鏽胸藍姬鶲,銹胸藍姬鶲,Aves
Ficedula parva,紅胸鶲,紅胸姬鶲,Aves
Ficedula strophiata,橙胸姬鶲,,Aves
Ficedula zanthopygia,白眉鶲,白眉姬鶲,Aves
Fringilla montifringilla,花雀,,Aves
Fulmarus glacialis,暴風鸌,,Aves
Fulvetta formosana,褐頭花翼,"紋喉雀鶥,灰頭花翼,褐頭雀鶥",Aves
Gallicrex cinerea,董雞,"水雞,鶴秧雞",Aves
Gallinago hardwickii,大地鷸,大田鷸,Aves
Gallinago megala,中地鷸,"中田鷸,大沙錐",Aves
Gallinago solitaria,孤田鷸,孤沙錐,Aves
Gallinago stenura,針尾鷸,針尾田鷸,Aves
Garrulax taewanus,臺灣畫眉,"台灣畫眉,畫眉",Aves
Gavia adamsii,白嘴潛鳥,,Aves
Gavia pacifica,太平洋潛鳥,,Aves
Gavia stellata,紅喉潛鳥,,Aves
Geokichla citrina,橙頭地鶇,,Aves
Geopelia striata,斑馬鳩,,Aves
Gorsachius melanolophus,黑冠麻鷺,黑冠麻鷺指名亞種,Aves
Gracula religiosa,九官鳥,鷯哥,Aves
Grus monacha,白頭鶴,鍋鶴,Aves
Haliaeetus albicilla,白尾海鵰,,Aves
Haliaeetus leucogaster,白腹海鵰,,Aves
Hieraaetus pennatus,靴隼鵰,靴鵰,Aves
Hierococcyx hyperythrus,北方鷹鵑,,Aves
Hierococcyx nisicolor,棕腹鷹鵑,,Aves
Hierococcyx sparverioides,鷹鵑,,Aves
Hirundapus celebensis,紫針尾雨燕,,Aves
Hydrocoloeus minutus,小鷗,,Aves
Hydrophasianus chirurgus,水雉,"鳳尾水雉,雉尾水雉",Aves
Hydroprogne caspia,裏海燕鷗,紅嘴巨鷗,Aves
Pterorhinus poecilorhynchus,棕噪眉,"竹鳥,棕噪鶥",Aves
Ichthyaetus relictus,遺鷗,,Aves
Iduna caligata,靴籬鶯,,Aves
Ixobrychus cinnamomeus,栗小鷺,栗葦鷺,Aves
Ixobrychus sinensis,黃小鷺,黃葦鷺,Aves
Ketupa flavipes,黃魚鴞,,Aves
Lalage nigra,黑原鵑鵙,,Aves
Lamprotornis superbus,栗頭麗椋鳥,亮椋鳥,Aves
Lanius collurio,紅背伯勞,,Aves
Lanius tigrinus,虎紋伯勞,,Aves
Larus crassirostris,黑尾鷗,,Aves
Larus schistisagus,灰背鷗,大黑脊鷗,Aves
Leiothrix argentauris,銀耳相思鳥,"相思鳥,黃嘴玉",Aves
Leiothrix lutea,紅嘴相思鳥,"相思鳥,紅嘴玉,五彩相思鳥",Aves
Leucogeranus leucogeranus,白鶴,西伯利亞白鶴,Aves
Leucophaeus pipixcan,弗氏鷗,,Aves
Limnodromus scolopaceus,長嘴半蹼鷸,,Aves
Linaria cannabina,赤胸朱頂雀,,Aves
Liocichla steerii,黃胸藪眉,"黃痣藪鶥,藪鳥",Aves
Locustella alishanensis,臺灣叢樹鶯,"臺灣短翅鶯,褐色叢樹鶯,台灣短翅鶯,台灣叢樹鶯",Aves
Locustella mandelli,赤褐蝗鶯,,Aves
Lonchura maja,白頭文鳥,,Aves
Lonchura oryzivora,爪哇雀,,Aves
Lophura swinhoii,藍腹鷴,藍鷴,Aves
Lymnocryptes minimus,小鷸,"姬鷸,小田鷸",Aves
Machlolophus holsti,黃山雀,,Aves
Mareca americana,葡萄胸鴨,,Aves
Mareca falcata,羅文鴨,羅紋鴨,Aves
Mareca penelope,赤頸鴨,,Aves
Melanocorypha mongolica,蒙古百靈,,Aves
Melopsittacus undulatus,虎皮鸚鵡,,Aves
Mergus squamatus,唐秋沙,中華秋沙鴨,Aves
Merops ornatus,彩虹蜂虎,,Aves
Merops philippinus,栗喉蜂虎,,Aves
Acanthis flammea,普通朱頂雀,,Aves
Accipiter soloensis,赤腹鷹,,Aves
Acridotheres fuscus,林八哥,叢林八哥,Aves
Acridotheres ginginianus,岸八哥,,Aves
Acrocephalus agricola,稻田葦鶯,,Aves
Acrocephalus bistrigiceps,雙眉葦鶯,黑眉葦鶯,Aves
Acrocephalus dumetorum,布氏葦鶯,,Aves
Acrocephalus orientalis,東方大葦鶯,大葦鶯,Aves
Acrocephalus sorghophilus,細紋葦鶯,,Aves
Acrocephalus tangorum,遠東葦鶯,,Aves
Actinodura morrisoniana,紋翼畫眉,"臺灣斑翅鶥,栗頭斑翅鶥,台灣斑翅鶥",Aves
Agapornis roseicollis,桃臉情侶鸚鵡,,Aves
Agropsar philippensis,小椋鳥,紫背椋鳥,Aves
Agropsar sturninus,北椋鳥,,Aves
Alaudala cheleensis,亞洲短趾百靈,短趾百靈,Aves
Amandava amandava,紅梅花雀,,Aves
Anas luzonica,呂宋鴨,"棕頸鴨,菲律賓鴨",Aves
Anas zonorhyncha,花嘴鴨,斑嘴鴨,Aves
Anous minutus,黑玄燕鷗,,Aves
Anthus cervinus,赤喉鷚,,Aves
Anthus godlewskii,布萊氏鷚,,Aves
Anthus roseatus,粉紅胸鷚,,Aves
Anthus rufulus,稻田鷚,東方田鷚,Aves
Antigone canadensis,沙丘鶴,,Aves
Aplonis panayensis,亞洲輝椋鳥,"輝椋鳥,菲律賓椋鳥",Aves
Aquila heliaca,白肩鵰,,Aves
Ara ararauna,琉璃金剛鸚鵡,藍黃金剛鸚鵡,Aves
Aratinga solstitialis,太陽鸚鵡,,Aves
Ardea intermedia,中白鷺,春鋤,Aves
Ardenna carneipes,肉足水薙鳥,,Aves
Ardenna grisea,灰水薙鳥,,Aves
Ardenna pacifica,長尾水薙鳥,楔尾鸌,Aves
Ardeola bacchus,池鷺,沼鷺,Aves
Ardeola grayii,印度池鷺,,Aves
Aythya affinis,小斑背潛鴨,,Aves
Aythya baeri,青頭潛鴨,,Aves
Aythya collaris,環頸潛鴨,,Aves
Aythya nyroca,白眼潛鴨,,Aves
Aythya valisineria,帆背潛鴨,美洲磯雁,Aves
Chloris sinica,金翅雀,"金翅雀(中國亞種),金翅雀中國亞種",Aves
Oenanthe deserti,漠䳭,漠即鳥,Aves
Oenanthe oenanthe,穗䳭,穗即鳥,Aves
Prunella collaris,岩鷚,,Aves
Bombycilla japonica,朱連雀,小太平鳥,Aves
Brachypteryx goodfellowi,小翼鶇,,Aves
Branta hutchinsii,小加拿大雁,,Aves
Bulweria bulwerii,穴鳥,褐燕鸌,Aves
Buteo hemilasius,大鵟,,Aves
Bycanistes bucinator,噪犀鳥,,Aves
Cacatua alba,白鳳頭鸚鵡,"大巴,大白鳳頭鸚鵡",Aves
Cacatua galerita,葵花鳳頭鸚鵡,大葵,Aves
Cacatua goffiniana,戈芬氏鳳頭鸚鵡,小巴,Aves
Cacatua moluccensis,鮭色鳳頭鸚鵡,,Aves
Cairina moschata,疣鼻棲鴨,"紅番鴨,麝香鴨,紅面鴨",Aves
Calidris acuminata,尖尾濱鷸,尖尾鷸,Aves
Calidris ferruginea,彎嘴濱鷸,滸鷸,Aves
Calidris himantopus,高蹺濱鷸,高蹺鷸,Aves
Calidris mauri,西濱鷸,,Aves
Calidris minuta,小濱鷸,,Aves
Calidris ruficollis,紅胸濱鷸,"紅頸濱鷸,穉鷸",Aves
Calidris subminuta,長趾濱鷸,雲雀鷸,Aves
Calidris temminckii,丹氏濱鷸,"丹氏穉鷸,烏腳濱鷸",Aves
Calidris tenuirostris,大濱鷸,"姥鷸,細嘴濱鷸",Aves
Charadrius placidus,劍鴴,長嘴鴴,Aves
Charadrius veredus,東方紅胸鴴,紅胸鴴,Aves
Chloropsis hardwickii,橙腹葉鵯,,Aves
Chroicocephalus brunnicephalus,棕頭鷗,,Aves
Chroicocephalus genei,細嘴鷗,,Aves
Chrysolophus pictus,紅腹錦雞,,Aves
Ciconia boyciana,東方白鸛,,Aves
Circus aeruginosus,西方澤鵟,,Aves
Circus melanoleucos,花澤鵟,鵲鷂,Aves
Clanga clanga,花鵰,,Aves
Clangula hyemalis,長尾鴨,,Aves
Columba livia,野鴿,岩鴿,Aves
Columba pulchricollis,灰林鴿,山粉鳥,Aves
Columba vitiensis,白喉林鴿,,Aves
Copsychus malabaricus,白腰鵲鴝,長尾四喜,Aves
Corvus dauuricus,東方寒鴉,達烏里寒鴉,Aves
Corvus pectoralis,玉頸鴉,白頸鴉,Aves
Coturnix japonica,鵪鶉,日本鵪鶉,Aves
Cyanopica cyanus,灰喜鵲,,Aves
Cyanoptila cumatilis,琉璃藍鶲,,Aves
Cygnus atratus,黑天鵝,,Aves
Cygnus olor,疣鼻天鵝,瘤鵠,Aves
Cyornis brunneatus,白喉林鶲,,Aves
Cyornis hainanus,海南藍仙鶲,,Aves
Monticola gularis,白喉磯鶇,,Aves
Motacilla grandis,日本鶺鴒,,Aves
Muscicapa ferruginea,紅尾鶲,棕尾鶲,Aves
Muscicapa muttui,褐胸鶲,,Aves
Muscicapa striata,斑鶲,,Aves
Myophonus caeruleus,白斑紫嘯鶇,,Aves
Myophonus insularis,臺灣紫嘯鶇,"紫嘯鶇,台灣紫嘯鶇",Aves
Netta rufina,赤嘴潛鴨,,Aves
Niltava davidi,棕腹大仙鶲,,Aves
Numenius minutus,小杓鷸,,Aves
Nymphicus hollandicus,玄鳳鸚鵡,,Aves
Oenanthe pleschanka,白頂䳭,白頂即鳥,Aves
Onychoprion aleuticus,白腰燕鷗,,Aves
Paroaria coronata,紅冠臘嘴鵐,紅冠雀,Aves
Passerculus sandwichensis,稀樹草鵐,,Aves
Pastor roseus,粉紅椋鳥,,Aves
Pavo cristatus,藍孔雀,印度藍孔雀,Aves
Pelecanus crispus,卷羽鵜鶘,"灰鵜鶘,天馬丁鵜鶘",Aves
Pericrocotus cantonensis,小灰山椒鳥,,Aves
Pericrocotus divaricatus,灰山椒鳥,灰山椒,Aves
Pericrocotus roseus,粉紅山椒鳥,,Aves
Pericrocotus speciosus,赤紅山椒鳥,"紅十字鳥,朱紅山椒鳥",Aves
Pericrocotus tegimae,琉球山椒鳥,,Aves
Periparus venustulus,黃腹山雀,,Aves
Phoebastria albatrus,短尾信天翁,,Aves
Phoebastria immutabilis,黑背信天翁,,Aves
Phoenicurus frontalis,藍額紅尾鴝,,Aves
Phoenicurus leucocephalus,白頂溪鴝,,Aves
Phylloscopus claudiae,克氏冠紋柳鶯,冠紋柳鶯,Aves
Phylloscopus coronatus,冠羽柳鶯,冕柳鶯,Aves
Phylloscopus examinandus,勘察加柳鶯,,Aves
Phylloscopus humei,淡眉柳鶯,,Aves
Phylloscopus proregulus,黃腰柳鶯,,Aves
Phylloscopus ricketti,黑眉柳鶯,,Aves
Phylloscopus schwarzi,巨嘴柳鶯,,Aves
Phylloscopus sibilatrix,林柳鶯,,Aves
Phylloscopus subaffinis,棕腹柳鶯,,Aves
Phylloscopus tenellipes,淡腳柳鶯,灰腳柳鶯,Aves
Phylloscopus trochiloides,暗綠柳鶯,,Aves
Phylloscopus trochilus,歐亞柳鶯,,Aves
Phylloscopus xanthodryas,日本柳鶯,"極北柳鶯,極北柳鶯(日本亞種)",Aves
Phylloscopus yunnanensis,雲南柳鶯,,Aves
Pica serica,喜鵲,"烏鵲,鵲",Aves
Glaucidium brodiei pardalotum,鵂鶹,領鵂鶹,Aves
Thalasseus bergii cristatus,鳳頭燕鷗,大鳳頭燕鷗,Aves
Upupa epops saturata,戴勝,,Aves
Zoothera aurea toratugumi,白氏地鶇,"白氏地鶇(日本亞種),虎鶇,虎班地鶇,白氏地鶇日本亞種",Aves
Jynx torquilla chinensis,地啄木,"蟻鴷,歪脖",Aves
Otus sunia japonicus,東方角鴞,"東方角鴞(日本亞種),日本角鴞,紅角鴞,東方角鴞日本亞種",Aves
Helopsaltes ochotensis subcerthiola,北蝗鶯,"北蝗鶯(堪察加亞種),北蝗鶯堪察加亞種",Aves
Abroscopus albogularis fulvifacies,棕面鶯,"棕面鶲鶯,棕臉鶲鶯",Aves
Accipiter badius poliopsis,褐耳鷹,,Aves
Accipiter gentilis schvedowi,蒼鷹,"蒼鷹(東北亞種),蒼鷹東北亞種",Aves
Accipiter trivirgatus indicus,鳳頭蒼鷹,"鳳頭蒼鷹(大陸亞種),鳳頭蒼鷹大陸亞種",Aves
Accipiter virgatus affinis,松雀鷹,"松雀鷹(大陸亞種),松雀鷹大陸亞種",Aves
Acridotheres cristatellus formosanus,八哥（臺灣）,"八哥,台灣八哥,八哥(台灣亞種),冠八哥,土八哥,八哥台灣亞種",Aves
Acrocephalus concinens concinens,鈍翅葦鶯,,Aves
Aerodramus brevirostris innominatus,短嘴金絲燕,,Aves
Aerodramus germani germani,傑曼氏金絲燕,,Aves
Aethopyga christinae latouchii,叉尾太陽鳥,,Aves
Aethopyga gouldiae dabryii,藍喉太陽鳥,,Aves
Alcedo atthis bengalensis,翠鳥,"魚狗,翡翠",Aves
Amaurornis phoenicurus chinensis,白腹秧雞,白胸苦惡鳥,Aves
Anas crecca carolinensis,小水鴨,"小水鴨美洲亞種,小水鴨(美洲亞種),綠翅藍鴨,美洲綠翅鴨",Aves
Anser albifrons frontalis,白額雁,真雁,Aves
Anser anser rubrirostris,灰雁,,Aves
Anthus hodgsoni yunnanensis,樹鷚,"樹鷚(東北亞種),樹鷚東北亞種",Aves
Anthus richardi dauricus,大花鷚(東北亞種),"田鷚,大花鷚,大花鷚東北亞種",Aves
Anthus richardi ussuriensis,大花鷚,"大花鷚(烏蘇里亞種),田鷚,大花鷚烏蘇里亞種",Aves
Anthus rubescens japonicus,黃腹鷚,褐色鷚,Aves
Anthus spinoletta blakistoni,水鷚,"褐色鷚,小水鷚",Aves
Apus nipalensis kuntzi,小雨燕,家雨燕,Aves
Apus pacificus kurodae,叉尾雨燕,"叉尾雨燕(留鳥亞種),白腰雨燕,叉尾雨燕留鳥亞種",Aves
Aquila fasciata fasciata,白腹鵰,白腹隼雕,Aves
Ardea alba modesta,大白鷺,,Aves
Ardea cinerea jouyi,蒼鷺,灰鷺,Aves
Ardea purpurea manilensis,紫鷺,草鷺,Aves
Ardeola speciosa continentalis,爪哇池鷺,,Aves
Artamus leucorynchus leucorynchus,白胸燕鵙,白胸木燕,Aves
Arundinax aedon rufescens,厚嘴葦鶯,厚嘴葦鶯 ,Aves
Aviceda leuphotes syama,黑冠鵑隼,,Aves
Brachypteryx leucophris carolinae,白喉短翅鶇,,Aves
Bubo bubo swinhoei,鵰鴞,,Aves
Buteo lagopus kamtschatkensis,毛足鵟,"毛足鵟(堪察加亞種),毛足鵟堪察加亞種",Aves
Buteo lagopus menzbieri,毛足鵟,"毛足鵟(西伯利亞亞種),毛腳鵟,毛足鵟西伯利亞亞種",Aves
Butorides striata actophila,綠簑鷺,"綠簑鷺(福建亞種),綠鷺,綠簑鷺福建亞種",Aves
Butorides striata amurensis,綠簑鷺,"綠簑鷺(過境亞種),綠鷺,綠簑鷺過境亞種",Aves
Cacomantis merulinus querulus,八聲杜鵑,,Aves
Calidris alpina actites,黑腹濱鷸,"黑腹濱鷸(庫頁島亞種),濱鷸,黑腹濱鷸庫頁島亞種",Aves
Calidris alpina arcticola,黑腹濱鷸,"黑腹濱鷸(美洲亞種),濱鷸,黑腹濱鷸美洲亞種",Aves
Calidris canutus piersmai,紅腹濱鷸,"紅腹濱鷸(中部亞種),紅腹濱鷸中部亞種",Aves
Calidris falcinellus sibirica,寬嘴鷸,,Aves
Calliope calliope camtschatkensis,野鴝(勘察加亞種),"紅喉歌鴝,野鴝,野鴝勘察加亞種",Aves
Caprimulgus affinis amoyensis,南亞夜鷹,"南亞夜鷹(大陸亞種),南亞夜鷹大陸亞種",Aves
Caprimulgus affinis stictomus,南亞夜鷹,"南亞夜鷹(台灣亞種),臺灣夜鷹,疏林夜鷹,台灣夜鷹,南亞夜鷹台灣亞種",Aves
Carpodacus erythrinus grebnitskii,普通朱雀,,Aves
Cecropis daurica japonica,金腰燕,,Aves
Ceryle rudis insignis,斑翡翠,,Aves
Ceyx rufidorsa motleyi,赤背三趾翠鳥,三趾翠鳥,Aves
Charadrius alexandrinus nihonensis,東方環頸鴴,"東方環頸鴴(日本亞種),東方環頸鴴日本亞種",Aves
Charadrius dubius curonicus,小環頸鴴,金眶鴴,Aves
Charadrius hiaticula tundrae,環頸鴴,北環頸鴴,Aves
Charadrius mongolus stegmanni,蒙古鴴,"蒙古鴴(堪察加亞種),蒙古鴴(台灣亞種),蒙古鴴堪察加亞種,蒙古鴴台灣亞種",Aves
Cinnyris jugularis rhizophorae,黃腹花蜜鳥,,Aves
Cisticola juncidis tinnabulans,棕扇尾鶯,錦鴝,Aves
Clamator jacobinus pica,斑翅鳳頭鵑,,Aves
Coracina macei rexpineti,花翅山椒鳥,"花翅山椒,大鵑鵙",Aves
Corvus corone orientalis,小嘴烏鴉,小嘴鴉,Aves
Corvus frugilegus pastinator,禿鼻鴉,禿鼻烏鴉,Aves
Corvus macrorhynchos colonorum,巨嘴鴉,"烏鴉,大嘴烏鴉",Aves
Corvus splendens insolens,家烏鴉,家鴉,Aves
Culicicapa ceylonensis calochrysea,方尾鶲,,Aves
Cygnus columbianus bewickii,小天鵝,鵠,Aves
Delichon dasypus nigrimentale,東方毛腳燕,"東方毛腳燕(台灣亞種),毛腳燕,煙腹毛腳燕,岩燕,東方毛腳燕台灣亞種",Aves
Delichon urbicum lagopodum,白腹毛腳燕,白腹毛腳燕(東北亞種),Aves
Dendrocitta formosae sinica,樹鵲,"樹鵲(大陸亞種),灰樹鵲,樹鵲大陸亞種",Aves
Dicaeum ignipectus formosum,紅胸啄花,"紅胸啄花鳥,臺灣啄花鳥,台灣啄花鳥",Aves
Dicaeum minullum uchidai,綠啄花,"綠啄花鳥,純色啄花鳥",Aves
Dicrurus aeneus braunianus,小卷尾,古銅色卷尾,Aves
Dicrurus hottentottus brevirostris,髮冠卷尾,,Aves
Dicrurus leucophaeus leucogenis,灰卷尾,,Aves
Dicrurus macrocercus cathoecus,大卷尾,"大卷尾(福建亞種),烏秋,黑卷尾,大卷尾福建亞種",Aves
Dicrurus macrocercus harterti,大卷尾,"大卷尾(台灣亞種),烏秋,黑卷尾,大卷尾台灣亞種",Aves
Egretta novaehollandiae novaehollandiae,白臉鷺,,Aves
Elanus caeruleus vociferus,黑翅鳶,,Aves
Emberiza aureola ornata,金鵐,黃胸鵐,Aves
Emberiza fucata fucata,赤胸鵐,"赤胸鵐(指名亞種),栗耳鵐,赤胸鵐指名亞種",Aves
Emberiza fucata kuatunensis,赤胸鵐,"赤胸鵐(掛墩亞種),栗耳鵐,赤胸鵐掛墩亞種",Aves
Emberiza pallasi polaris,葦鵐,,Aves
Emberiza schoeniclus pallidior,蘆鵐,"蘆鵐(疆西亞種),蘆鵐疆西亞種",Aves
Emberiza spodocephala sordida,灰頭黑臉鵐,"黑臉鵐(華南亞種),黑臉鵐,黑臉鵐(東方亞種),黑臉鵐華南亞種,黑臉鵐東方亞種",Aves
Emberiza yessoensis continentalis,紅頸葦鵐,,Aves
Enicurus scouleri fortis,小剪尾,小燕尾,Aves
Eophona personata magnirostris,桑鳲,"桑鳲(日本亞種),黑頭蠟嘴雀,黃嘴雀,桑鳲日本亞種",Aves
Erpornis zantholeuca griseiloris,綠畫眉,"綠鳳鶥,白腹鳳鶥",Aves
Eudynamys scolopaceus chinensis,噪鵑,鬼郭公,Aves
Eurystomus orientalis cyanocollis,佛法僧,三寶鳥,Aves
Falco columbarius insignis,灰背隼,"灰背隼(普通亞種),灰背隼普通亞種",Aves
Falco columbarius pacificus,灰背隼,"灰背隼(太平洋亞種),灰背隼太平洋亞種",Aves
Falco peregrinus calidus,遊隼,"隼,花梨隼,遊隼(花梨隼)",Aves
Falco peregrinus ernesti,遊隼,"遊隼(菲律賓亞種),遊隼菲律賓亞種",Aves
Falco peregrinus japonensis,遊隼,"遊隼(日本亞種),遊隼日本亞種",Aves
Falco peregrinus peregrinator,遊隼,"遊隼(赤胸隼),赤胸隼",Aves
Falco subbuteo streichi,燕隼,"燕隼(南方亞種),燕隼南方亞種",Aves
Falco tinnunculus interstinctus,紅隼,"紅隼(普通亞種),紅隼普通亞種",Aves
Gallus gallus domesticus,紅原雞,,Aves
Gavia arctica viridigularis,黑喉潛鳥,,Aves
Gelochelidon nilotica affinis,鷗嘴燕鷗,鷗嘴噪鷗,Aves
