simple_name,common_name_c,alternative_name_c,class
Geokichla sibirica davisoni,白眉地鶇,"白眉地鶇(日本亞種),白眉地鶇日本亞種",Aves
Geokichla sibirica sibirica,白眉地鶇,"白眉地鶇(大陸亞種),白眉地鶇大陸亞種",Aves
Halcyon coromanda bangsi,赤翡翠,"赤翡翠(琉球亞種),赤翡翠琉球亞種",Aves
Halcyon coromanda major,赤翡翠,"赤翡翠(日本亞種),赤翡翠日本亞種",Aves
Hemixos castanonotus canipennis,栗背短腳鵯,栗鵯,Aves
Hirundapus cochinchinensis formosanus,灰喉針尾雨燕,針尾雨燕,Aves
Hirundo rustica gutturalis,家燕,"家燕(白腹亞種),家燕(普通亞種),家燕白腹亞種,家燕普通亞種",Aves
Hirundo rustica mandschurica,家燕,"家燕(紅腹亞種),家燕紅腹亞種",Aves
Hirundo rustica tytleri,家燕,"家燕(蒙古亞種),家燕蒙古亞種",Aves
Hirundo tahitica javanica,洋燕,"洋燕(蘭嶼亞種),洋斑燕,洋燕蘭嶼亞種",Aves
Hirundo tahitica namiyei,洋燕,"洋燕(臺灣亞種),洋斑燕,洋燕(台灣亞種),洋燕臺灣亞種",Aves
Horornis canturians borealis,遠東樹鶯,"遠東樹鶯(東北亞種),短翅樹鶯,遠東樹鶯東北亞種",Aves
Horornis diphone cantans,日本樹鶯,"日本樹鶯(日本亞種),短翅樹鶯,日本樹鶯日本亞種",Aves
Horornis diphone viridis,日本樹鶯,"日本樹鶯(庫頁島亞種),短翅樹鶯,日本樹鶯庫頁島亞種",Aves
Horornis fortipes davidianus,小鶯,"小鶯(華南亞種),強腳樹鶯,小鶯華南亞種",Aves
Hypothymis azurea styani,黑枕藍鶲,"黑枕藍鶲(大陸亞種),黑枕王鶲,黑枕藍鶲大陸亞種",Aves
Hypsipetes leucocephalus nigerrimus,紅嘴黑鵯,"紅嘴黑鵯(台灣亞種),黑短腳鵯,紅嘴黑鵯台灣亞種",Aves
Ixobrychus flavicollis flavicollis,黃頸黑鷺,,Aves
Lalage melaschistos intermedia,黑翅山椒鳥,,Aves
Lanius bucephalus bucephalus,紅頭伯勞,,Aves
Lanius collurioides collurioides,栗背伯勞,,Aves
Lanius cristatus confusus,紅尾伯勞,"紅尾伯勞(東北亞種),紅尾伯勞東北亞種",Aves
Lanius cristatus superciliosus,紅尾伯勞,"紅尾伯勞(日本亞種),紅尾伯勞日本亞種",Aves
Lanius isabellinus isabellinus,荒漠伯勞,,Aves
Lanius tephronotus tephronotus,灰背伯勞,,Aves
Larus argentatus mongolicus,銀鷗,蒙古銀鷗,Aves
Larus argentatus vegae,銀鷗,"織女銀鷗,黑脊鷗",Aves
Larus canus heinei,歐亞海鷗,"海鷗(西伯利亞亞種),海鷗,灰鷗,海鷗西伯利亞亞種",Aves
Larus canus kamtschatschensis,歐亞海鷗,"海鷗(堪察加亞種),灰鷗,海鷗,海鷗堪察加亞種",Aves
Larus fuscus heuglini,小黑背鷗,灰林銀鷗,Aves
Larvivora cyane bochaiensis,藍歌鴝(東南亞種),"藍歌鴝,藍歌鴝東南亞種",Aves
Leucophaeus atricilla megalopterus,笑鷗,,Aves
Lewinia striata jouyi,灰胸秧雞,"灰胸秧雞(華南亞種),灰胸秧雞華南亞種",Aves
Limosa lapponica baueri,斑尾鷸,"斑尾鷸(東部亞種),斑尾塍鷸,斑尾鷸東部亞種",Aves
Limosa lapponica menzbieri,斑尾鷸,"斑尾鷸(中部亞種),斑尾塍鷸,斑尾鷸中部亞種",Aves
Locustella lanceolata hendersonii,矛斑蝗鶯(日本亞種),"茅斑蝗鶯,茅斑蝗鶯(日本亞種),矛斑蝗鶯,矛斑蝗鶯日本亞種",Aves
Lonchura atricapilla deignani,黑頭文鳥,"黑頭文鳥(中南亞種),栗腹文鳥,黑頭文鳥中南亞種",Aves
Lonchura atricapilla jagori,黑頭文鳥,"黑頭文鳥(菲律賓亞種),栗腹文鳥,黑頭文鳥菲律賓亞種",Aves
Loxia curvirostra japonica,紅交嘴雀,,Aves
Luscinia svecica svecica,藍喉鴝,藍喉歌鴝,Aves
Macropygia tenuirostris septentrionalis,長尾鳩,菲律賓鵑鳩,Aves
Macropygia unchall minor,斑尾鵑鳩,,Aves
Merops persicus persicus,藍頰蜂虎,,Aves
Milvus migrans formosanus,黑鳶,"黑鳶(台灣亞種),老鷹,黑耳鳶,黑鳶台灣亞種",Aves
Motacilla alba lugens,白鶺鴒,"白鶺鴒(黑背眼紋亞種),過眼線白鶺鴒,黑背眼紋白鶺鴒,白鶺鴒黑背眼紋亞種",Aves
Motacilla alba ocularis,白鶺鴒,"白鶺鴒(灰背眼紋亞種),眼紋白鶺鴒,過眼線白鶺鴒,灰背眼紋白鶺鴒,白鶺鴒灰背眼紋亞種",Aves
Motacilla alba personata,白鶺鴒,"白鶺鴒(黑臉亞種),白鶺鴒黑臉亞種",Aves
Motacilla flava lutea,西方黃鶺鴒,"西方黃鶺鴒(黃頭亞種),黃鶺鴒,黃頭黃鶺鴒,西方黃鶺鴒黃頭亞種",Aves
Motacilla tschutschensis macronyx,東方黃鶺鴒,"東方黃鶺鴒(藍頭亞種),藍頭黃鶺鴒,黃鶺鴒,東方黃鶺鴒藍頭亞種",Aves
Motacilla tschutschensis taivana,東方黃鶺鴒,"東方黃鶺鴒(黃眉亞種),黃眉黃鶺鴒,東方黃鶺鴒黃眉亞種",Aves
Myiomela leucura montium,白尾鴝,白尾藍地鴝,Aves
Niltava sundara denotata,棕腹仙鶲,,Aves
Nucifraga caryocatactes owstoni,星鴉,,Aves
Oenanthe deserti oreophila,漠即鳥(青藏亞種),"漠即鳥,漠即鳥青藏亞種",Aves
Oriolus chinensis diffusus,黃鸝,黑枕黃鸝,Aves
Oriolus chinensis maculatus,黃鸝(外來亞種),黃鸝外來亞種,Aves
Oriolus traillii ardens,朱鸝,,Aves
Otus elegans botelensis,蘭嶼角鴞,優雅角鴞,Aves
Otus lettia erythrocampe,領角鴞,"領角鴞(華南亞種),領角鴞華南亞種",Aves
Otus lettia glabripes,領角鴞,"領角鴞(台灣亞種),領角鴞台灣亞種",Aves
Otus spilocephalus hambroecki,黃嘴角鴞,"臺灣木葉鴞,台灣木葉鴞",Aves
Otus sunia stictonotus,東方角鴞,"東方角鴞(東北亞種),日本角鴞,紅角鴞,東方角鴞東北亞種",Aves
Pericrocotus ethologus ethologus,長尾山椒鳥,長尾山椒,Aves
Pericrocotus solaris griseogularis,灰喉山椒鳥,"灰喉山椒,紅山椒鳥",Aves
Phaethon aethereus mesonauta,紅嘴熱帶鳥,紅嘴鸏,Aves
Phaethon lepturus dorotheae,白尾熱帶鳥,白尾鸏,Aves
Phasianus colchicus formosanus,環頸雉,"環頸雉(臺灣特有亞種),環頸雉臺灣特有亞種,環頸雉臺灣亞種",Aves
Phasianus colchicus karpowi,環頸雉,"環頸雉(外來引進亞種),高麗雉,環頸雉外來引進亞種",Aves
Phoenicurus ochruros rufiventris,赭紅尾鴝,,Aves
Phylloscopus castaniceps sinensis,栗頭鶲鶯,,Aves
Phylloscopus collybita tristis,嘰喳柳鶯,嘰咋柳鶯,Aves
Phylloscopus goodsoni fokiensis,哈氏冠紋柳鶯,冠紋柳鶯,Aves
Picus canus tancolo,綠啄木,,Aves
Pitta sordida sordida,綠胸八色鳥,,Aves
Podiceps grisegena holbollii,赤頸鸊鷉,,Aves
Porphyrio poliocephalus viridis,灰頭紫水雞,紫水雞,Aves
Prinia inornata extensicauda,褐頭鷦鶯,"褐頭鷦鶯(華南亞種),純色鷦鶯,褐頭鷦鶯華南亞種",Aves
Prinia inornata flavirostris,褐頭鷦鶯,"褐頭鷦鶯(台灣亞種),純色鷦鶯,褐頭鷦鶯台灣亞種",Aves
Prunella collaris fennelli,岩鷚,領岩鷚,Aves
Ptilinopus leclancheri longialis,小綠鳩,黑頦果鳩,Aves
Pycnonotus aurigaster chrysorrhoides,白喉紅臀鵯,,Aves
Pycnonotus sinensis formosae,白頭翁,"白頭翁(台灣亞種),白頭鵯,白頭翁台灣亞種",Aves
Pyrrhula pyrrhula griseiventris,歐亞鷽,灰腹灰雀,Aves
Rallina eurizonoides formosana,灰腳秧雞,灰腳斑秧雞,Aves
Regulus regulus japonensis,戴菊鳥,戴菊,Aves
Saxicola ferreus haringtoni,灰叢鴝,灰林鴝,Aves
Sittiparus varius varius,雜色山雀,赤腹山雀日本亞種,Aves
Stercorarius longicaudus pallescens,長尾賊鷗,,Aves
Sterna dougallii bangsi,紅燕鷗,粉紅燕鷗,Aves
Sterna hirundo longipennis,燕鷗,"燕鷗(東北亞種),燕鷗東北亞種",Aves
Sterna hirundo minussensis,燕鷗(蒙古亞種),"燕鷗,燕鷗蒙古亞種",Aves
Sternula albifrons sinensis,小燕鷗,白額燕鷗,Aves
Spilopelia chinensis,珠頸斑鳩,斑頸鳩,Aves
Streptopelia orientalis orii,金背鳩,"金背鳩(台灣亞種),金背鳩台灣亞種",Aves
Streptopelia tranquebarica humilis,紅鳩,火斑鳩,Aves
Sturnia malabarica nemoricola,灰頭椋鳥,栗尾椋鳥,Aves
Sturnus vulgaris poltaratskyi,歐洲椋鳥,"歐洲八哥,紫翅椋鳥,歐椋鳥",Aves
Sula dactylatra personata,藍臉鰹鳥,青面鰹鳥,Aves
Suthora verreauxi morrisoniana,黃羽鸚嘴,黃羽鴉雀,Aves
Synthliboramphus antiquus microrhynchos,扁嘴海雀,"海雀,短嘴海鳩",Aves
Tachybaptus ruficollis poggei,小鸊鷉,,Aves
Tarsiger formosanus,臺灣白眉林鴝,白眉林鴝,Aves
Terpsiphone atrocaudata illex,紫綬帶(琉球亞種),"紫壽帶,綬帶鳥,黑綬帶鳥,紫綬帶琉球亞種",Aves
Terpsiphone atrocaudata periophthalmica,紫綬帶,"紫綬帶(蘭嶼亞種),紫壽帶,綬帶鳥,紫綬帶蘭嶼亞種",Aves
Thalasseus bengalensis torresii,小鳳頭燕鷗,,Aves
Todiramphus chloris collaris,白領翡翠,,Aves
Treron bicinctus domvilii,橙胸綠鳩,,Aves
Treron formosae medioximus,紅頭綠鳩,"紅頭綠鳩(八重山亞種),紅頭綠鳩八重山亞種",Aves
Tringa totanus terrignotae,赤足鷸,"赤足鷸(東北亞種),紅腳鷸,赤足鷸東北亞種",Aves
Troglodytes troglodytes taivanus,鷦鷯,"臺灣鷦鷯,台灣鷦鷯",Aves
Turnix sylvaticus davidi,林三趾鶉,小三趾鶉,Aves
Tyto longimembris pithecops,草鴞,東方草鴞,Aves
Uria aalge inornata,崖海鴉,"海鴉,海鴿",Aves
Zapornia akool coccineipes,紅腳苦惡鳥,紅腳苦惡鳥普通亞種,Aves
Zapornia fusca erythrothorax,緋秧雞,紅胸田雞,Aves
Zapornia pusilla pusilla,小秧雞,小田雞,Aves
Zosterops meyeni batanis,低地繡眼,"巴丹綠繡眼,低地綠繡眼",Aves
Rhipiduridae,扇尾鶲科,,Aves
Urile,,,Aves
Erythrogenys,大彎嘴屬,,Aves
Helopsaltes,小蝗鶯屬,,Aves
Hydrobates,風暴海燕屬,,Aves
Poliolimnas,灰苦惡鳥屬,,Aves
Pterorhinus,白喉噪眉屬,白喉噪鶥屬,Aves
Rhipidura,扇尾鶲屬,,Aves
Stachyris,,,Aves
Staphida,栗耳鳳眉屬,,Aves
Taenioptynx,領鵂鶹屬,,Aves
Cettia,,,Aves
Crithagra,,,Aves
Curruca,白喉林鶯屬,,Aves
Alopochen,,,Aves
Ixobrychus flavicollis,黃頸黑鷺,,Aves
Jynx torquilla,地啄木,,Aves
Lalage melaschistos,黑翅山椒鳥,,Aves
Lanius bucephalus,紅頭伯勞,,Aves
Lanius collurioides,栗背伯勞,,Aves
Lanius cristatus,紅尾伯勞,"紅尾伯勞(指名亞種),褐頭紅尾伯勞,紅尾伯勞指名亞種",Aves
Lanius excubitor,西方灰伯勞,灰伯勞,Aves
Lanius isabellinus,荒漠伯勞,,Aves
Lanius schach,棕背伯勞,,Aves
Lanius tephronotus,灰背伯勞,,Aves
Larus argentatus,銀鷗,,Aves
Larus canus,歐亞海鷗,海鷗,Aves
Larus fuscus,小黑背鷗,,Aves
Larus hyperboreus,北極鷗,白鷗,Aves
Larvivora akahige,日本歌鴝,,Aves
Larvivora cyane,藍歌鴝,"藍歌鴝(指名亞種),藍歌鴝指名亞種",Aves
Larvivora komadori,琉球歌鴝,,Aves
Leucophaeus atricilla,笑鷗,,Aves
Lewinia striata,灰胸秧雞,,Aves
Limosa lapponica,斑尾鷸,,Aves
Limosa limosa,黑尾鷸,,Aves
Locustella lanceolata,矛斑蝗鶯,"矛斑蝗鶯(大陸亞種),茅斑蝗鶯,矛斑蝗鶯大陸亞種",Aves
Lonchura atricapilla,黑頭文鳥,,Aves
Lonchura punctulata,斑文鳥,,Aves
Lonchura striata,白腰文鳥,,Aves
Loxia curvirostra,紅交嘴雀,,Aves
Luscinia svecica,藍喉鴝,藍喉歌鴝,Aves
Macropygia tenuirostris,長尾鳩,,Aves
Macropygia unchall,斑尾鵑鳩,,Aves
Mergus merganser,川秋沙,普通秋沙鴨,Aves
Merops persicus,藍頰蜂虎,,Aves
Milvus migrans,黑鳶,,Aves
Monticola solitarius,藍磯鶇,,Aves
Motacilla alba,白鶺鴒,,Aves
Motacilla cinerea,灰鶺鴒,,Aves
Motacilla citreola,黃頭鶺鴒,,Aves
Motacilla flava,西方黃鶺鴒,,Aves
Motacilla tschutschensis,東方黃鶺鴒,"東方黃鶺鴒(白眉亞種),黃鶺鴒,東方黃鶺鴒白眉亞種",Aves
Muscicapa dauurica,寬嘴鶲,"灰鶲,北灰鶲",Aves
Muscicapa sibirica,烏鶲,鮮卑鶲,Aves
Myiomela leucura,白尾鴝,,Aves
Tringa totanus,赤足鷸,,Aves
Troglodytes troglodytes,鷦鷯,,Aves
Turdus chrysolaus,赤腹鶇,赤胸鶇,Aves
Turdus mandarinus,中國黑鶇,"黑鶇,烏鶇",Aves
Turnix suscitator,棕三趾鶉,,Aves
Turnix sylvaticus,林三趾鶉,,Aves
Turnix tanki,黃腳三趾鶉,,Aves
Tyto longimembris,草鴞,,Aves
Upupa epops,戴勝,,Aves
Uria aalge,崖海鴉,,Aves
Urile pelagicus,海鸕鷀,,Aves
Yungipicus canicapillus,小啄木,,Aves
Zapornia akool,紅腳苦惡鳥,,Aves
Zapornia fusca,緋秧雞,,Aves
Zapornia pusilla,小秧雞,,Aves
Zoothera aurea,白氏地鶇,"白氏地鶇(指名亞種),虎鶇,白氏地鶇指名亞種",Aves
Zoothera dauma,虎斑地鶇,"虎斑地鶇(台灣留鳥),虎鶇,小虎鶇,虎斑地鶇(福建留鳥),虎斑地鶇台灣留鳥",Aves
Zosterops meyeni,低地繡眼,,Aves
Egretta garzetta,小白鷺,白鷺,Aves
Egretta novaehollandiae,白臉鷺,,Aves
Egretta sacra,岩鷺,"黑鷺,礁鷺,東方岩鷺",Aves
Elanus caeruleus,黑翅鳶,,Aves
Emberiza aureola,金鵐,,Aves
Emberiza cioides,草鵐,,Aves
Emberiza elegans,黃喉鵐,,Aves
Emberiza fucata,赤胸鵐,,Aves
Emberiza hortulana,圃鵐,,Aves
Emberiza leucocephalos,白頭鵐,,Aves
Emberiza pallasi,葦鵐,,Aves
Emberiza schoeniclus,蘆鵐,,Aves
Emberiza spodocephala,灰頭黑臉鵐,"黑臉鵐,黑臉鵐(指名亞種),灰頭鵐,黑臉鵐指名亞種",Aves
Emberiza yessoensis,紅頸葦鵐,,Aves
Enicurus scouleri,小剪尾,,Aves
Eophona migratoria,小桑鳲,"小黃嘴雀,黑尾蠟嘴雀",Aves
Eophona personata,桑鳲,,Aves
Erpornis zantholeuca,綠畫眉,,Aves
Estrilda melpoda,橙頰梅花雀,,Aves
Eudynamys scolopaceus,噪鵑,,Aves
Eumyias thalassinus,銅藍鶲,,Aves
Eurystomus orientalis,佛法僧,,Aves
Falco columbarius,灰背隼,,Aves
Falco peregrinus,遊隼,,Aves
Falco subbuteo,燕隼,"燕隼(指名亞種),燕隼指名亞種",Aves
Falco tinnunculus,紅隼,"紅隼(指名亞種),紅隼指名亞種",Aves
Ficedula hyperythra,黃胸青鶲,,Aves
Fregata andrewsi,聖誕島軍艦鳥,,Aves
Fregata ariel,白斑軍艦鳥,小軍艦鳥,Aves
Fregata minor,軍艦鳥,"黑腹軍艦鳥,大軍艦鳥",Aves
Fulica atra,白冠雞,白骨頂,Aves
Gallinago gallinago,田鷸,扇尾沙錐,Aves
Gallinula chloropus,紅冠水雞,"紅骨頂,黑水雞",Aves
Garrulax canorus,大陸畫眉,畫眉,Aves
Garrulus glandarius,松鴉,,Aves
Gavia arctica,黑喉潛鳥,,Aves
Gelochelidon nilotica,鷗嘴燕鷗,,Aves
Geokichla sibirica,白眉地鶇,,Aves
Haematopus ostralegus,蠣鴴,,Aves
Halcyon coromanda,赤翡翠,,Aves
Halcyon smyrnensis,蒼翡翠,,Aves
Haliastur indus,栗鳶,,Aves
Helopsaltes certhiola,小蝗鶯,,Aves
Helopsaltes ochotensis,北蝗鶯,"北蝗鶯(指名亞種),北蝗鶯指名亞種",Aves
Hemixos castanonotus,栗背短腳鵯,,Aves
Hirundapus caudacutus,白喉針尾雨燕,針尾雨燕,Aves
Hirundapus cochinchinensis,灰喉針尾雨燕,,Aves
Hirundo rustica,家燕,,Aves
Hirundo tahitica,洋燕,,Aves
Horornis acanthizoides,深山鶯,,Aves
Horornis fortipes,小鶯,,Aves
Hydrobates leucorhous,白腰叉尾海燕,白腰叉尾海燕指名亞種,Aves
Hypothymis azurea,黑枕藍鶲,,Aves
Hypsipetes leucocephalus,紅嘴黑鵯,"紅嘴黑鵯(白頭亞種),紅嘴黑鵯白頭亞種",Aves
Ictinaetus malaiensis,林鵰,,Aves
Bombycilla garrulus,黃連雀,,Aves
Botaurus stellaris,大麻鷺,,Aves
Brachypteryx leucophris,白喉短翅鶇,,Aves
Branta bernicla,黑雁,,Aves
Bubo bubo,鵰鴞,,Aves
Bubulcus ibis,黃頭鷺,,Aves
Bucephala clangula,鵲鴨,金眼鳧,Aves
Buteo japonicus,東方鵟,"鵟,普通鵟",Aves
Buteo lagopus,毛足鵟,,Aves
Butorides striata,綠簑鷺,,Aves
Cacomantis merulinus,八聲杜鵑,,Aves
Calcarius lapponicus,鐵爪鵐,,Aves
Calidris alba,三趾濱鷸,三趾鷸,Aves
Calidris alpina,黑腹濱鷸,,Aves
Calidris canutus,紅腹濱鷸,,Aves
Calidris falcinellus,寬嘴鷸,,Aves
Calliope calliope,野鴝,"野鴝(指名亞種),紅喉歌鴝,野鴝指名亞種",Aves
Caprimulgus affinis,南亞夜鷹,,Aves
Caprimulgus jotaka,普通夜鷹,日本夜鷹,Aves
Carpodacus erythrinus,普通朱雀,,Aves
Carpodacus roseus,北朱雀,,Aves
Cecropis daurica,金腰燕,,Aves
Cecropis striolata,赤腰燕,斑腰燕,Aves
Centropus bengalensis,番鵑,,Aves
Centropus sinensis,褐翅鴉鵑,,Aves
Ceryle rudis,斑翡翠,,Aves
Cettia fortipes,,,Aves
Ceyx erithaca,黑背三趾翠鳥,"三趾翠鳥,三趾翡翠",Aves
Ceyx rufidorsa,赤背三趾翠鳥,,Aves
Chalcophaps indica,翠翼鳩,綠背金鳩,Aves
Charadrius alexandrinus,東方環頸鴴,"東方環頸鴴(指名亞種),東方環頸鴴指名亞種",Aves
Charadrius dubius,小環頸鴴,,Aves
Charadrius hiaticula,環頸鴴,,Aves
Charadrius leschenaultii,鐵嘴鴴,鐵嘴沙鴴,Aves
Charadrius mongolus,蒙古鴴,"蒙古鴴(指名亞種),蒙古沙鴴,蒙古鴴指名亞種",Aves
Chlidonias hybrida,黑腹燕鷗,黑腹浮鷗,Aves
Chlidonias niger,黑浮鷗,,Aves
Chroicocephalus novaehollandiae,澳洲紅嘴鷗,,Aves
Cinclus pallasii,河烏,褐河烏,Aves
Cinnyris jugularis,黃腹花蜜鳥,,Aves
Circus cyaneus,灰澤鵟,"灰鷂,白尾鷂",Aves
Cisticola exilis,黃頭扇尾鶯,,Aves
Cisticola juncidis,棕扇尾鶯,,Aves
Clamator jacobinus,斑翅鳳頭鵑,,Aves
Coccothraustes coccothraustes,臘嘴雀,,Aves
Columba janthina,黑林鴿,烏鳩,Aves
Copsychus saularis,鵲鴝,"鵲鴝(大陸亞種),鵲鴝大陸亞種",Aves
Coracina macei,花翅山椒鳥,,Aves
Corvus corone,小嘴烏鴉,,Aves
Corvus frugilegus,禿鼻鴉,,Aves
Corvus macrorhynchos,巨嘴鴉,,Aves
Corvus splendens,家烏鴉,,Aves
Crithagra mozambica,黃額絲雀,石燕,Aves
Cuculus canorus,大杜鵑,"布穀,杜鵑",Aves
Cuculus micropterus,四聲杜鵑,,Aves
Culicicapa ceylonensis,方尾鶲,,Aves
Cyanoderma ruficeps,山紅頭,,Aves
Cyanoptila cyanomelana,白腹琉璃,白腹藍鶲,Aves
Cygnus columbianus,小天鵝,,Aves
Cyornis glaucicomans,中華藍仙鶲,中華仙鶲,Aves
Delichon dasypus,東方毛腳燕,"東方毛腳燕(日本亞種),毛腳燕,岩燕,東方毛腳燕日本亞種",Aves
Delichon urbicum,白腹毛腳燕,,Aves
Dendrocitta formosae,樹鵲,"樹鵲(台灣亞種),灰樹鵲,樹鵲台灣亞種",Aves
Dendrocopos leucotos,大赤啄木,,Aves
Dicaeum ignipectus,紅胸啄花,,Aves
Dicaeum minullum,綠啄花,,Aves
Dicrurus aeneus,小卷尾,,Aves
Dicrurus annectens,鴉嘴卷尾,,Aves
Dicrurus hottentottus,髮冠卷尾,,Aves
Dicrurus leucophaeus,灰卷尾,,Aves
Dicrurus macrocercus,大卷尾,,Aves
Nettapus coromandelianus,棉鴨,棉鳧,Aves
Niltava sundara,棕腹仙鶲,,Aves
Niltava vivida,黃腹琉璃,黃腹仙鶲,Aves
Ninox japonica,褐鷹鴞,"褐鷹鴞(過境亞種),褐鷹鴞過境亞種,褐鷹鴞(留鳥亞種),褐鷹鴞留鳥亞種",Aves
Nisaetus nipalensis,熊鷹,赫氏角鷹,Aves
Nucifraga caryocatactes,星鴉,,Aves
Numenius arquata,大杓鷸,,Aves
Numenius phaeopus,中杓鷸,,Aves
Nycticorax caledonicus,棕夜鷺,,Aves
Nycticorax nycticorax,夜鷺,暗光鳥,Aves
Onychoprion anaethetus,白眉燕鷗,,Aves
Onychoprion fuscatus,烏領燕鷗,,Aves
Oriolus chinensis,黃鸝,,Aves
Oriolus traillii,朱鸝,,Aves
Otus elegans,蘭嶼角鴞,,Aves
Otus lettia,領角鴞,,Aves
Otus spilocephalus,黃嘴角鴞,,Aves
Otus sunia,東方角鴞,,Aves
Pandion haliaetus,魚鷹,鶚,Aves
Parus minor,白頰山雀,,Aves
Parus monticolus,青背山雀,,Aves
Passer cinnamomeus,山麻雀,"紅雀,桂色雀",Aves
Passer domesticus,家麻雀,,Aves
Passer montanus,麻雀,,Aves
Pelecanus onocrotalus,白鵜鶘,,Aves
Pericrocotus ethologus,長尾山椒鳥,長尾山椒,Aves
Pericrocotus solaris,灰喉山椒鳥,,Aves
Periparus ater,煤山雀,,Aves
Pernis ptilorhynchus,東方蜂鷹,,Aves
Phaethon aethereus,紅嘴熱帶鳥,,Aves
Phaethon lepturus,白尾熱帶鳥,,Aves
Phaethon rubricauda,紅尾熱帶鳥,,Aves
Phalacrocorax carbo,鸕鷀,,Aves
Phasianus colchicus,環頸雉,,Aves
Phoenicurus auroreus,黃尾鴝,北紅尾鴝,Aves
Phoenicurus fuliginosus,鉛色水鶇,"鉛色水鶇(大陸亞種),鉛色水鴝,鉛色水鶇大陸亞種",Aves
Phoenicurus ochruros,赭紅尾鴝,,Aves
Phylloscopus affinis,黃腹柳鶯,,Aves
Phylloscopus armandii,棕眉柳鶯,,Aves
Phylloscopus borealis,極北柳鶯,"極北柳鶯(指名亞種),極北柳鶯指名亞種",Aves
Phylloscopus castaniceps,栗頭鶲鶯,,Aves
Phylloscopus collybita,嘰喳柳鶯,,Aves
Phylloscopus fuscatus,褐色柳鶯,褐柳鶯,Aves
Phylloscopus goodsoni,哈氏冠紋柳鶯,,Aves
Phylloscopus intermedius,白眶鶲鶯,,Aves
Picus canus,綠啄木,,Aves
Pitta sordida,綠胸八色鳥,,Aves
Platalea leucorodia,白琵鷺,琵鷺,Aves
Plectrophenax nivalis,雪鵐,,Aves
Podiceps auritus,角鸊鷉,,Aves
Podiceps cristatus,冠鸊鷉,,Aves
Podiceps grisegena,赤頸鸊鷉,,Aves
Podiceps nigricollis,黑頸鸊鷉,,Aves
Porphyrio poliocephalus,灰頭紫水雞,紫水雞,Aves
Prinia crinigera,,,Aves
Prinia flaviventris,灰頭鷦鶯,,Aves
Prinia inornata,褐頭鷦鶯,,Aves
Pseudobulweria rostrata,黑背白腹穴鳥,,Aves
Pterodroma solandri,索氏圓尾鸌,,Aves
Pterorhinus sannio,白頰噪眉,,Aves
Ptilinopus leclancheri,小綠鳩,,Aves
Pycnonotus aurigaster,白喉紅臀鵯,,Aves
Pycnonotus sinensis,白頭翁,"白頭翁(大陸亞種),白頭鵯,白頭翁大陸亞種",Aves
Pyrrhula erythaca,,,Aves
Pyrrhula nipalensis,褐鷽,,Aves
Pyrrhula pyrrhula,歐亞鷽,,Aves
Rallina eurizonoides,灰腳秧雞,,Aves
Regulus regulus,戴菊鳥,,Aves
Rhipidura nigritorquis,菲律賓扇尾鶲,,Aves
Riparia riparia,灰沙燕,,Aves
Saxicola ferreus,灰叢鴝,,Aves
Schoeniparus brunneus,頭烏線,"烏線雀鶥,褐頂雀鶥",Aves
Sinosuthora webbiana,粉紅鸚嘴,,Aves
Sitta europaea,茶腹鳾,,Aves
Sittiparus varius,雜色山雀,,Aves
Spilornis cheela,大冠鷲,,Aves
Spizixos semitorques,白環鸚嘴鵯,"白環鸚嘴鵯(大陸亞種),領雀嘴鵯,綠雀嘴鵯,白環鸚嘴鵯(指名亞種),白環鸚嘴鵯大陸亞種,白環鸚嘴鵯指名亞種",Aves
Stercorarius longicaudus,長尾賊鷗,,Aves
Sterna dougallii,紅燕鷗,,Aves
Sterna hirundo,燕鷗,,Aves
Sterna sumatrana,蒼燕鷗,黑枕燕鷗,Aves
Sternula albifrons,小燕鷗,,Aves
Streptopelia orientalis,金背鳩,"金背鳩(大陸亞種),山鳩,金背斑鳩,麒麟鳩,金背鳩大陸亞種",Aves
Streptopelia tranquebarica,紅鳩,,Aves
Strix leptogrammica,褐林鴞,,Aves
Strix nivicolum,東方灰林鴞,,Aves
Sturnia malabarica,灰頭椋鳥,,Aves
Sturnia pagodarum,黑冠椋鳥,,Aves
Sturnus vulgaris,歐洲椋鳥,,Aves
Sula dactylatra,藍臉鰹鳥,,Aves
Sula leucogaster,白腹鰹鳥,,Aves
Sula sula,紅腳鰹鳥,,Aves
Surniculus lugubris,方尾烏鵑,,Aves
Suthora verreauxi,黃羽鸚嘴,,Aves
Synthliboramphus antiquus,扁嘴海雀,,Aves
Tachybaptus ruficollis,小鸊鷉,,Aves
Taenioptynx brodiei,鵂鶹,,Aves
Tarsiger cyanurus,藍尾鴝,藍尾歌鴝,Aves
Tarsiger indicus,白眉林鴝,,Aves
Terpsiphone atrocaudata,紫綬帶,"紫綬帶(日本亞種),綬帶鳥,黑綬帶鳥,紫壽帶,紫綬帶日本亞種",Aves
Thalasseus bengalensis,小鳳頭燕鷗,,Aves
Thalasseus bergii,鳳頭燕鷗,,Aves
Thalasseus sandvicensis,白嘴端燕鷗,桑氏燕鷗,Aves
Threskiornis aethiopicus,埃及聖䴉,,Aves
Todiramphus chloris,白領翡翠,,Aves
Treron bicinctus,橙胸綠鳩,,Aves
Treron formosae,紅頭綠鳩,"紅頭綠鳩(台灣亞種),紅頂綠鳩,紅頭綠鳩台灣亞種",Aves
